text,labels
Baada ta Valentine Vifo vitaongezeka sana vya #COVID19,[0]
Mm sijawahi kuona wanawake viongozi wakitambulisha waume zao au hua hawaolewi ?,[5]
`Machozi ya hasira na kukata tamaa yamemwagika na wafanyikazi wa SNP na wapiga kura wetu wameshikwa na mshtuko. ,[2]
Nchi za SADC ni walaji wakuu wa mahindi. Hawa ni wateja wazuri wa unga wa mahindi.,[0]
"Vizuri, utahitaji mikate mingapi mana umeipenda sana",[1]
Uliwezaje kupona jeraha la msiba?,[5]
"Maneno ya Sara, ambayo yalikuwa yakusikitisha yalikaa ndani ya moyo wake kwa muda hadi alipokuja kumwelewa",[3]
Asha ameanza!,[5]
sitaki hata kumangalia jinsi anavyotisha,[6]
" Mfanyabiashara, ambaye alikuwa ameangalia pambano hilo kwa mshangao, alikuwa bado amesimama hapo bila kusonga",[5]
Alimpa mtazamo wa kushangaza. ,[5]
Pole Sana Familiya Kwa Kumpoteza Mpendwa Wenu Muwe Wavumilivu Wakati Huu Mgum Kwenu.,[3]
Nawashukuru Sana wapendwa kwakuonesha upendo wenu kwetu nawashukuru Sana,[1]
"Inuma kweli, mwanzo tarifa tulichukulia rahisi sana, now ni kitu kikubwa sana aiseee,R.I.P",[3]
Mimi sina tatizo tatizo ni mke wangu hataki kunisikiliza kabisa,[4]
Huu ni UPOTOSHAJI! Wanaowajua watu waliokuwa na maambukizi ya Corona wametumia kipimo gani? ,"[2, 4]"
"Atangaze, aweke mpango wa kuzuia maambukizi. Vifo vitapungua.",[3]
Nini maana ya kuwa na mamlaka ya kudhibiti viwango na maabara kuu ya taifa?,[5]
"Sipendelei sana mara nyingi, lakini mara nyingi huwa sijiweki katika mazingira hatarishi. ",[6]
Unasemaje eti? Nini kimeibiwa? Ulivaa ya nini na unajua huo mtaa ni wa vibaka,"[2, 5]"
Mjini wamechanja wengi mbona hakuna kifo hata moja related na chanjo hiyo?! Mmezoea kuwanipulate watu wa vijijini na kuwatumia mnavyopenda kwa ajili ya kura zenu.,[4]
Duuh uswahil shikamoo,[5]
"Nilifurahi, nilishangilia, nilijihisi nipo katika ulimwengu mwingine. ",[1]
Jamani vipi tena mbona mnaondoka?,[5]
" Acheni woga, si muanze kujifukiza na nyinyi?  Mbona hamkufunga mipaka miaka ya 80 Ukimwi ulivyoanza kuingia?",[4]
Kakae na mavi yako nyumbani,[4]
"Kusema kweli , kinachonikera ni vurugu . Kuna wapelelezi na polisi lakini sijui wanafanya nini .",[4]
also mtu akija na jambo la kuelimisha ama lolote lile ma bablai wanamsikiliza,[1]
Nimefurahi Sana kushinda kwa Biden utazani Ni Lissu yaani ingetokea na hii kwa Lissu Hapa Tanzania sijui furaha Yangu ingekuwaje!,[1]
Kumtegemea Mungu ni jambo jema sana.?,[0]
Waandishi wa habari wanaingiaje kwenye issue kama hii?,[5]
Sikuwezi na tabia zako,[4]
Wanawake wa sasa wanajiaibisha na kujishushia heshima kwa utenda vitendo vya ukahaba na udangaji,"[3, 4]"
"Yeah, nina furaha kwamba hakuwa na kusubiri kwa muda mrefu . Mimi nina njaa !",[1]
"Hahahahahahahahaha, jamani uwiiiiiiiiiiiiiiiiii",[1]
Hawana hekima,[4]
"Ryan alikuwa amekaa zaidi ya usiku mmoja chini ya paa la nyumbani kwao, alikumbuka familia yake kwa uchungu mwingi. ",[3]
"Kama ulitelekezwa na wazazi wako kaa kimya, Kama unadhani siku hizi masters wanasoma wazeee nyambafu yako",[2]
"`Ninafaa kwenda huko na Dada Agape, lakini ninafurahi. ",[1]
Kwenda zako kule umecheza chini ya kiwango na umepigwa sana tu,[2]
"unaleta bangi hapa wakati maisha ya watoto yanapotea, Shame on you!","[2, 4]"
"naapa mimi sijaiba hela yako, nilivorudi dukani nikaweka chechi Pale juu ya kabati ",[6]
"Alianza kama paka aliyeogopa, na kumtazama machoni. ",[6]
"Tuseme hujasikia Hispania alishinda , mbili kwa sifuri .",[5]
Muache aongee mwenyewe kwani hana mdomo,[4]
Hizi ngonjera ni za kupuuzwa,[4]
Kulikuwa na mwangalizi mwingine aliyeogofya wa tukio hilo. ,[6]
watoto wazuri lakini kwa sasa ni yatima hawana mtu wa kuwalea tena,[3]
Nilikuwa natafuta jina la huyu jamaa. ,[0]
Nimeletewa zawadi nzuri na wazazi wangu kutoka safarini kwa bibi .,[1]
Wapopo ndo haoo sasa. Ndiomana nasema Dada yetu  namuonea huruma,[4]
"Eti ""Mimi ninamaisha mazuri, nakaa nyumba yenye mapazia""",[1]
Atafanya vile sheria inavyotaka afanye na sio kwa utashi wako wewe kenge na kundi lako!!,[4]
Ahsante kwa busara zako.,[1]
"Kama unaamini siku ile viongozi wote wa kitaifa kuanzia Raisi, waziri mkuu,CDF wote wanaweza kuchanjwa chanjo kwa siku moja chanjo ambayo wewe unajazishwa fomu kuwa serikali haitahusika iwapo utadhurika na unaamini walichanjwa kweli wewe ni MPUMBAVU.",[2]
"Ninaweza kuwa nimefanya mengi , lakini hakuna hata moja la kuniridhisha.",[3]
Ni nini? Kwa nini nguo zote hizi zipo juu ya kitanda ?,[5]
furaha yetu pesaaa https://t.co/f0kSDd8qgZ,[1]
Alisema mwenzake Curbishley: `Nilikatishwa tamaa wakati Lennie Lawrence huko Middlesbrough hakuja na bei ambayo tumedhamiri lakini nimefurahi. ,[1]
Lissu na Mbowe wangeweza kazi hii kweli?,[5]
Hiyo ni ajabu . Kwa nini hii ilitokea ?,[5]
 sio kila mahusiano yanafika kwenye ndoa mengine tujifunza jinsi ya kushii kwenye ndoa,[0]
Mimi nina furaha wewe ni juu ya miaka kumi ya muungano kamati ya mipango .,[1]
"Wakati sikuweza kumpata binti yangu wa miaka 2. Nilikimbia na kutazama kila mahali na sikuweza kumpata. (Mwishowe nilimkuta, alikuwa ameenda kitandani kulala)",[6]
"Mama aliwapa baraka zake, na waliokuwepo wote wakashangilia",[1]
"UMEFANYA KAZI NZURI SANA, MUNGU AKUTUNZE NA KUKUPA AFYA NJEMA",[1]
Pumbavu sana kabisa wewe.unadhani hii nchi itakuwaje kama maandamano yakiruhusiwa yafanyike hovyo hovyo.?,[2]
Hakuonekana kama mwanamke mwenye furaha.,[1]
Hivi wee mtangazaji una jielewa kwel,[4]
kutokuwa na mwisho wa kuzungumza kwake inanikera,[4]
Rais wetu Wa wanyonge Asiache kuyatembelea magereza na kuwaskiliza wanyonge,[3]
asante sana na pole dear,"[1, 3]"
Nimefanya kozi ya mafunzo ya ualimu (B.Ed). Wakati wa mafunzo yetu niliulizwa kushughulikia darasa la tisa la kiwango katika shule ya wavulana. Niliogopa kukutana na darasa siku ya kwanza. ',[6]
Ww nae mwizi kwani mwanamke hana haki? ulizaliwa na mwanaume wewe maandazi kumbe ,[2]
una fanya nini huku mbona umekuwa mnafiki hivi ,[4]
"Baba anaongea lakini Hana Confidence ya maisha Wasiwasi mwingi sana ""Baba akiwa Tajiri huwa mtoto anaringia mali za baba lakini Mtoto akiwa Tajiri baba anakuwa wa kawaida tu"".",[3]
"Fundi cherehani alianza na kwa ghafla, alikatiza kutoka upande mwingine wa jikoni panya mkubwa",[5]
Mnaendelea kutuona maboya tuuu sio ,"[2, 4]"
"Huko Washington kulikuwa na uelewa, lakini kutokuwa na utulivu kabisa juu ya sera ya Ulinzi. ",[6]
Hakuna ukosoaji wa dawa au serikali juu ya matibabu kwa sababu wanawaogopa sana. ,"[4, 6]"
TBS wakija kuthibitisha ni Sumu na Kashakunywa itakuwaje?,[5]
"tafadhali , nimekaa hapa mda nasubiri order yangu ya chakula .",[2]
"Kusema ukweli, we endelea kuwaza kijana wangu",[0]
hofu yao ni mimi kwenda alafu nisifanikiwe,[6]
"Alionekana kufadhaika, akizunguka, akiangalia nje katika umati wa watu, kisha akirudi ndani na kuvuta pumzi. ",[6]
Yaani kuna watu wanajua demokrasia ni hadi ashinde mpinzani,[5]
Fanya kazi mbunge wangu hayo yote ni majipu naibu waziri,[4]
"Hizi teuzi sio bure, Kuna kitu.",[0]
Ni nzuri pia kuwa ni kweli .,[1]
sikuhizi wanaume wanaua sana wake zao,[4]
"samahani eeh,, ladha ya huyu kuku sijaielewa ni mbaya kabisa",[4]
Blake aliangalia uso usio na matumaini wa Daktari akajua lolote laweza kutokea kwenye operation ya bibi yao,[3]
mimi nikitaka kupatiwa chanjo ya Corona wao itawahusu nini?,"[4, 5]"
Ni Stanley bado ataimba ule wimbo ? Hajui kabisa!,[2]
Sugar mamy na kibenten,[0]
Basi hapo kasheshe. Maana tangu ndoa itangazwe hadi leo ni zaidi ya miezi miwili sasa,[5]
Ujinnga mmoja huo,[2]
Kwamba ni kubwa ! Sisi alifanya dakika 20 kabla ya hapo .,[1]
"Tolonen akapiga kelele, ghafla akiumiza, midomo yake ikawa tabasamu la kusikitisha. ",[3]
Msije mkaniambia hamna evidence ya kuwapeleka mahakamani tafadhali.,[4]
Kinachovuruga hii nchi ni huu utaratibu wa kuwaachia watu wenye akili finyu kutuamulia mambo makubwa.,[4]
sio mtu amekufa ndio unajifanya una uchungu na msiba kiukweli inatia hasira vijana wapo sahihi kauli mbiu ni Harambi mtu,[4]
Alikuwa msalabani - aina fulani ya kituko. ,[2]
wewe mchambuzi wa vichochoroni tutakuelewa kweli?,[4]
"Mnaona huo muungano ni wa maana sana, acheni watu waishi watakavyo na sio mtakavyo",[4]
Najua . Hii ni mbaya. Tunaweza kufanya nini ? Hii theluji haiachi kuanguka !,[2]
Mleta mada kuwa serious.,[0]
Idadi ya waliokufa katika katika ajali ya basi iliyotokea Jumanne katika jimbo kuu la India la Madhya Pradesh imeongezeka hadi 45,[3]
Pole Mama angu jamani kumbe wapo watu wanaovumilia kama huyu Mama mimi siwezi kukaa na huyo Baba miaka yote hiyo,"[3, 4]"
"Wacha mdomo, nitakupiga mbele ya hawara zako.",[4]
bado chama tawala kinaweza ku abuse hiyo tume kwa faida yake kama tulivyoona Kenya.,[4]
Na kumvumilia kote kule lkini huwezi amini alimwacha na hela ya matumizi hamtumii,[3]
 Kwani hakuna maisha bila mahusiano wandugu??!!,[5]
Uchafu wa mbwa ambao hupunguka katika chemchemi.,[4]
"Acheni kusambaza habari za uongo ndugu zangu,chanjo zipo nendeni mkachome",[4]
Naapa mimi kamwe duka katika barabara ya soko katika China . Ni ya kutisha mahali kamili ya bora profiteers ! Una kuweka jicho wakati anakuja na kulipa kwa ajili ya kitu .,[2]
"Inawezekana kuwa na huzuni, lakini bado ukubali ukweli kwamba hauna chochote zaidi. ",[3]
 Upuuzi mtupu,"[2, 4]"
HATA MOOD YA KU COMMET SINA,[3]
Namwonea huruma .,[3]
Hiyo siyo kazi yangu!,[4]
Mpangilio mzuri...wimbo mkali.,[1]
Sina shida na chanjo yao. Wachanjane wenyewe.,"[2, 4]"
"Oh , mimi nina sorry . Sikuweza kuona kuacha ishara katika kona . Mimi hakuwa na maana yake .",[3]
Nilitaka kuelezea hofu yangu na hofu yangu. ,[6]
Hongera kwa kumiliki nyumba mpya !,[1]
ninapata wasiwasi kwamba kila kitu kinaweza kuwa vurugu,[6]
 Inavyoonekana nilikuwa na hasira mimi,[2]
Mimi yashanichosha haya mambo najionea upuuzi tu.,[4]
Niunge mkono vichaa??!!,[5]
Bado yeye bado anajikuta amejaa majanga na hasira. ,[2]
"Hujawahi kunikuta niko kwenye forum ya Wamarekani nawapigia kelele, Check your logic.",[2]
Kuanzia mwezi ujao kwenye mahusiano tutakua tunaulizana amekutumia MB ?? ????????????????,[0]
Aisee sio kwa baridi hiyo!,[5]
Yanga hii inaogopesha sana kwa kweli!!,[6]
mbona huna adabu mtoto mdogo wewe!!!,"[2, 4]"
"""Nina mawazo mazuri ya yote yaliyopita, nikikumbuka kwa kumbukumbu; na sasa umekuja kunitembelea, na hiyo ni ya kupendeza sana.""",[1]
hiyo hadithi siipendi sana sababu inaletaga masikitiko na huruma mno kwa huyo kijana,[3]
Sawa nikuletee na wewe dawa za miezi mingap?,[0]
Wewe ni keengee kweli,[5]
Ushajifunza ubishi na ujeuri?,[2]
mzee nimekuerewa tunaitaji watu kama wee wenye kusema ukweli,[1]
ninapitia wakati mgumu katika kazi yangu .,[3]
"Hapana, sidhani Kama Ni wapumbavu, tupunguze vibration.... maambukizi hauyazuiwi kwa kuvaa mask tu",[4]
Nani uliemsikia akaiba halafu akarudisha?,[5]
"That's nonsense,endeleeni kukenua tu nyie sindo mmemlea hivo?",[4]
Kweli ? sawa !,"[1, 5]"
Nimecheka kwa sauti makavu kayapata,[1]
Nasikia mnakosa usingizi kwa ajili yangu na bado sana mtakufa na wivu wenu huo washenzi nyie,"[2, 4, 5]"
huyo shafii dauda hajui mpira clouds mnabeba tena mpumbafu tu mnalibeba jitu lenyewe boya,[4]
Mungu akujalie na utekelezaji wako mama,[1]
nilipiga kelele kwa sauti kubwa sana baada ya kumwona ananisogelea lakini hahuna aliyejaribu hata kuchungulia kama niko salama,"[3, 6]"
Dua la kuku halimpati mwewe.,[0]
Sitaki hata kumsogelea kwa karibu,[6]
"Kuna mambo hatukukubaliana naye, lakini msiba huu umeniuma, umeniuma sana.",[3]
ni uzembe wa serikali kutahadhalisha watu wake inaowaongoza kuchukua tahadhali za ugonjwa kuepuka vifo vinavyoweza kuepukika,"[2, 4]"
Poleni sana. Hivi ni vifo vya kawaida tu yaani,[3]
Wizara ya Elimu wana mawazo mgando. Wanatetea vifo viendelee kwa vile Waraka haujawa updated. ,[4]
Huyu baba anaroho mbaya sana hana utu nia yake aishi hapo kwa wazazi wa marehemu,[4]
Kinachosikitisha hatuambiwi hizi silaha wenye nazo ni akina nani au zinatoka nchi gani.,[4]
"Sasa nifanyeje, kazi zote zangu. Wenyewe mmenichagua kule na hapa; zote lazima nitazifanya.",[5]
Utoke huko kote ndio uje upige kelele hapa,[4]
Wanafanana kwa mbali,[0]
Sikuwai kua fans wa mzee lakn hili pigo SIKUTEGEMEA I didn't see that coming,[3]
Nini ? Mimi sikusikia hiyo habari mbona,[5]
Wanaokufa wanazikwa wapi kwani?.,[5]
"Ikiwa Ikulu ilipanga au kuchora ili kuondolewa, kunaweza kuwa na shaka kidogo kwamba walifurahiya. ",[1]
Ni nini hicho kimepita kwa mwendo wa treni ya umeme ndani kwangu!!,[5]
"""Unaonekana leo una furaha sana,"" Bray alisema kwa moyo mkunjufu. ",[1]
siwezi katisha hapo hata unipe nini nataka kuishi bado,[6]
"Oh , imewezekana vipi ?",[5]
"Nimeogopa wapi, mi nasikitishwa vile nchi inavyoenda",[3]
"wachukuliwe hatua za kisheria na kinidhamu kwa makusudi kabisa, kukomesha hizi tabia",[4]
Naona taifa linagawanyika na raia hawana amani na furaha mwisho tunamkaribisha shetani ndani ya mioyo,[4]
Tumefadhaika sana na kuteseka sana juu ya mishe hii lakini sasa angalau twaweza kuwa na matumaini kidogo,[1]
Nakupenda wewe kaka?,[1]
mbona hujielewagi achana na sisi mbona mbio zimekuokoa si ungebaki hapa uone,[2]
Watu jaman????????????,[5]
" Acha kua bunju. Swahaba wa Mtume aliacha farasi bila kumfunga, alipoulizwa na Mtume akasema anamuachia Mungu.","[2, 4]"
Nini? Hakuna masihara uje!,[5]
Hiyo chanjo wangeitumia wao kwanza WAPONE.,"[2, 4]"
 Tutaogopa kusema ukweli mpaka lini? Ni haki yetu kuambiwa ukweli,[4]
Kazuchu mishobo tu kujidai kapo busy,[4]
" Halafu alijikunyata kwa woga, akageuza rangi, akatetemeka.",[6]
harufuf ya muozo wa chakula,[4]
Ndio ninajua kuwa nina mapungufu yangu lakini hayawezi sababisha nishushiwe heshima kiasi kile,[3]
Nimeridhishwa sana na huduma zenu?,[1]
Msukuma yeye ni mropokaji tu yeye yupo kichama zaidi,[4]
Kuna watu bado hawatak kuamin kuwa mambo yamebadika,[5]
Wabane,[0]
Bonnie kwanza pole sana Kwa huyo jamaa hii dunia haina huruma. Japo muda umesonga Sana tuna matumaini mwenyezi mungu atatenda haki. ,[3]
Umerogwa wewe kupenda gani uko wakati unajua kabisa alishakusaliti ,[5]
Wewe unamlilia nani?,"[3, 5]"
Ulizipata kwa jia gani hala hapo awali?,[5]
"Mama yangu alikuwa mwanamke mwenye huzuni tu kwenye picha ya zamani, mdogo kuliko mimi wakati huu. ",[3]
hivi kwanini huwa hutuliii,[5]
mbona wewe huachi kama mziki hauna hela,[4]
Acha uboya ww huoni aibu kubwa jinga ww,[2]
"Habari, Mimi karibu hata nisikutambua umepungua sana tangu mara ya mwisho tuonane.",[5]
"njia ya mwongo fupi, tusubiri tuone!",[4]
Sijui akili yake inawazaga nini mara zingine!,[4]
Walikaa pamoja na kuonge menngi na badae akajikuta yuko sawa.,[1]
Kwani hiyo hela walipewa bure? Si ni mkopo tena wenye riba kubwa sana.,"[4, 5]"
" Halafu nilikuwa nikikunja ngumi yangu, na kulia, ""Tutawaua hawa Waturuki!""",[6]
"Kipimo hicho inabidi kianze kwa kiongozi wa mambumbu, maana yeye ndiye anae hamasisha nchini kuna Corona.",[4]
Alihisi hofu kabisa na alikuwa hajakubali mwaliko huo. ,[6]
"Kwa akili hizi, tukija kuuana kama Rwanda siwezi kushangaa.",[4]
"Sijui nikwambie nini Mkuu, wazo lako zuri ila halitekelezeki",[0]
Kuishi na dikteta ni ngumu. Hata mbunge hawezi kuongea wazi kuhusu korona. Wameipachika majina bana.,[4]
Lakini wakili hakupenda utani kama huo,[4]
Mmmh! Tusamehe mola wetu kwasababu wanawake sisi moto wetu mkubwa!,[3]
 ukiachana na ulevi ni fundi mzuri sana wa hizi kazi,[0]
"Hapana , sikusikia ndo nashangazwa na hii habari .",[5]
Poleni wafiwa! Ni vifo vya kupita tu hivi!,[3]
"Mwanzoni sikuweza kuelewa - lakini basi wakati alikuwa, akinong'ona, alielezea vizuri, nilijawa na hofu ya kutisha. ",[3]
Mtoto anauma jamani anaumaaaa nashindwa kuelezea uchungu wanaoupata wazazi ,[3]
"Naam, sidhani! Siipendi hata kidogo",[4]
Si wengine atupo single wala kwenye mahusiano Tupo mbeya ,[0]
??Kumbe ulitaka tukuachie hata kama unashukiwa???,[5]
Yaani acha tu,[3]
Kazi ya CONDOM ndiyo hiyo!!?? acheni kupotosha watu.,"[2, 4, 5]"
"Mgahawa ulikuwa na watu weengi kama kawaida. nilisubiri kwa muda wa dakika 20 kwa ajili ya sandwich, na nilichokuja kupata ni kuku ambaye hakukaushwa vizuri",[4]
"kweli, mimi ninafuraha kwamba hatukusubiri kwa muda mrefu . Mimi nina njaa !",[1]
Fanya mapping ni mikoa gani au wapi kuna maambukizi makubwa na yanasambaaje!,[0]
"Wote wapo Muhimbili kwa shida tofauti... Si kila aliyepo hospitali ama Muhimbili ni Mgonjwa, kuna wajawazito nao wamelazwa sijui nao utawaita wagonjwa?",[5]
Hapo unaona kuna dawa ngapi? Yani wewe ni kibuyu ujue,[4]
unasemaje?? Amekufa??!! ,[5]
mnapo jadili wanafunzi kua na compyutar kumbukeni umaskini walionao watanzania hadi asilimia 97,[4]
Jamani binaadamu hatuna huruma,[3]
Magufulii hapa umepatia,[1]
"Yaani nije jana tuu leo twende shamba, hapana siwezi kabisa",[2]
"Kwa bahati nzuri , hakuna mtu aliyekufa .","[1, 3]"
"kabisa, nitafanya hivyo baada ya chakula cha mchana .urefu gani unahitaji ?",[1]
bora tu itolewe sababu sioni kama inasaidia kupunguza maambukizi ya Corona,[4]
Wakina mama walishindwa kuvumilia na kuanza kupiga mayowee kwa sauti kubwaaa,[3]
Usalama wa Wanafunzi dhidi ya wimbi la pili la maambukizi ya COVID - 19,[0]
"Oh , hakuna ! Jinsi gani hii kutokea . Je, una uhakika ?",[5]
Nani kawapa maarifa haya??,[5]
"kwanini siku hizi hunipigii simu kabisa, umenichukia hivyo??",[3]
Tena ? Eneo karibu na hifadhikuna giza wakati wa usiku . Palitakiwa kuwa na taa pale .,[5]
Ktk wabuge 20 ninao wapenda Lema 1 Lema ww ni the jembe,[1]
Haiwezekani Upo online hadi sasaivi saa 6 na unasema upo kwenye mahusiano???????? haa sema ukweli ????????,[5]
"Upinde mweusi unaashiria kuomboleza, uso wa msichana unaonyesha uchungu aliohifadhi moyoni na haitasahaulika kamwe.",[3]
simba kunanini mbona wachezaji kama hawana furaha yao kwa kila mechi?,[5]
"Sipendagi ujinga mimi kabisa, ukija kwangu unakuja na maelezo ya kueleweka","[2, 4]"
Sikiliza hadithi ya mtu ambaye alikasirika kwa sababu mke wa mkulima hakumruhusu aangalie mayai yake mwenyewe.,[4]
Doohh! jinsi anavyojibu,[5]
Hawa siyo wakuombea hata kdg maana wanaleta mzaha kwenye maisha ya watanzania ,[2]
Wanasiasa wote vigeugeu tu mi wananchanganya,[4]
Kama wamesema hivyo basi zoezi la chanjo limefeli rasmi.,[3]
Nguzo Mama hii haitasimama,[3]
Asante kwa kuleta mimi hapa . Tufanye utaratibu wa kupata vinywaji?,[1]
wakimdhihaki kwa maneno ya kashfa na kejeli,[4]
Kwahiyo kilichokufanya usije kunifata na kuniuliza kilikuwa ni nini,[2]
Kwa hivyo mkuu wa maktaba alishangaa na hakufurahi sana. ,[1]
 Kwa iyo masela wako ni watu wa ajali ajali,[5]
"Kila wakati walipomkaribia, alijiondoa, alishangilia, akashika mkia kwa hasira. ",[1]
"Chuki ikimtawala akasema atafanya hivyo, lakini wawindaji hawakukubali, wakaanza kumpiga","[3, 4]"
Wewe unajua kubet. Na tumepata elfu nne kwa ajili ya nafasi ya gari yetu! inashangaza!,"[1, 5]"
Mbona ni barua ya kawaida sana. Sioni matusi au maneno ya kejeli.?,[5]
"Daktari , nasikia maumivu makali sana ya mikono baada ya kuanguka kutokea juu ya mti hadi kwenye jiwe",[3]
"Unachotaka kifanyike ni nini? Tuweke lockdown, kutangaza vifo au?",[5]
Unazingua kaka,[4]
kwanini siku hizi hunipigii simu kabisa,[2]
wewe ni dhahabu hats ukitupwa kwenye moto bado utang'ara tuuuu,[1]
Wacha hasira. Wapinzani wameamua kujiongeza tu baada ya kuona madai yao hayasikilizwi.,[2]
Zilichezwa ngoma za asili kusherekea kunyesha kwa mvua,[1]
Utampigaje unafikiri ni kikao cha Chadema hicho?,[5]
Serikal huyu naye ni shujaa kama Mashujaa wengne msaidieni,[3]
Yeye alirudi kwao 2016 na kuwekeza kwenye kilimo cha Almond.,[0]
Majivu kwa majivu na vumbi kwa vumbi ...,"[3, 4]"
Nimepata sauti nzuri ya kuimba na kumtoa nyoka pangoni!,"[1, 5]"
 Ndio maana tunalishwa madawa,[4]
 Kwan mtu akiwa na ngoma hawez kuwa na boyfriend/girlfriend? Ukimwi hauzuii mtu kuwa na mahusiano mkuu,[5]
" @earadiofm @IsackNguma @LazaroNyalandu Huyu wa sasa kauza nyumba za serikali, kununua kivuko kibovu na ku???€? https://t.co/ikz7UDVEuq",[4]
SASA NAONA TANZANIA TUNAWEZA KUMPATA RAIS MAMA BAADA YA 2025.,[1]
tumeurahia uwepo wako hapa tuanze ziara ya nyumba ?,[1]
Unaweza kuamini kwamba Obama ni Rais wetu mpya ?,[5]
Nataka kuomba msamaha kwa kuwa marehemu tulikuwa marafiki sana toka utotoni ,[3]
Maswali ya kujiuliza hizi risasi zilitoka wapi? Zilikuwa ziende wapi?,[5]
Imekaa poa,[1]
"Shukrani, huwa naipenda pia. Nilinunua kwenye duka la hapa karibu.",[1]
Uyo mama ndo chanzo cha matatizo kwanini umwambie mwenzio eti ukifa kuna hasara gani?,[4]
Nini? Na unaipendea nini hiyo nguo.. .,[5]
"Benedict alikuwa juu  akipindua kiti chake,  kwa ishara moja ya dhuluma uso wa hasira kali ukamtokea Theda. ",[2]
Na wafe tuu. Mpaka watakapotenda haki kwa kila mtu..,[2]
"Nimepatwa na mshtuko mkubwa,  eti alifariki hafla tuu baada ya kufikishwa hospitali","[3, 5]"
"Familia ndio sababu yasisi kua na furaha, lakini lolote linaweza kutokea kuhatarisha afya zao. Kua tayari kwakuwakatia BIMA ya afya",[1]
Wapumbavu hawatakwisha juu ya uso wa nchi.,[4]
"Heri mtu aumwe, au agongwe na Gari lakini sio kuuliwa",[3]
"NI SIMANZI KUBWA KUONDOKEWA NA KIONGOZI, MLEZI, MTETEZI, MWALIMU NA MFARIJI.",[3]
"Mungu akujalie moyo wa msamaha pia, hesabu tukio hilo kama ajali",[3]
Alionekana kuwa karibu kuteleza na Maggie alishangaa. ,[5]
 Hahaha hahaha........,[1]
Kweli ? Nilidhani mke wake hatoweza kuwa na mtoto .,[5]
Yaani mnasema mimi mvivu siyo?,[2]
Walimu nao ni shida,[3]
maskini inahurumisha lakini hatuna namna ya kuweza kuwasaidia ,[3]
"Walakini, nilidhani unaweza kushiriki pumbao langu! ",[1]
Tumbua tu. Hawajielewi hao,[2]
Hahahaaaaa aiseee,[1]
Acha mimi nichanjwe hata kwa hela yangu.,[0]
Baada ya mateso yote yale hatimae leo hii nimekuwa mtu wa kuheshimika,[1]
Jikoni kunanuka harufu mbayaa .,[4]
Story yako inatufundisha nini ??,[0]
Alimcheka mwenzake kwa kuwa alianguka ukutani.,[1]
" Aliona kibanda kidogo cha mbao, akaelekea ndani kujikinga na mvua na baridi kali",[3]
"Licha ya hasira yangu na kukata tamaa, kujiua sasa hakujafanya marekebisho ya kutomsaidia. ",[3]
Mimi na familia yangu hatutatumia hiyo dawa yenu,[4]
Majibu tu ya hao Wapuuzi huwa ninayo.,[4]
Hatujawahi kufanya kosa kubwa la kuicost kampuni kiasi hicho,[3]
Hii nini sasa watu kuuana hovyo. Hii roho inaota mizizi ipingwe hadharani kwa nguvu zote.,[4]
Una kichwa kibaya,[1]
kwa nini mimi nakamatwa ?,[2]
Nimesikitishwa sana kwa namna Biden alivyopatikana. Nilidhani Marekani ni mabingwa wa demokrasia.,[4]
Walibaki nyuma wakiomboleza kifo cha mpendwa wao aliyefia safarini kuja kuwasalimu,[3]
Yeye na wenzake wanataka kutuletea vurugu wakati watanzania tumezoea Amani.,[4]
Mzee tawala tu Hadi tuseme basi maana wewe ni jembe na hazina ya taifa hili Viva JPM,[1]
"Huko Uingereza dhoruba kali za porini zilitapanya nchi, na waendeshaji waliwakasirishwa na kutosababishwa na mzozo wa ASLEF ",[2]
"nnatatizo la moyo kwenda mbio na roho kuuma bira sababu nshaenda hospital, wanasema sina tatizo",[6]
"Tulipokuwa angani wakati wa likizo, ndege ilipatwa na dhoruba ikaanza kuyumba tulijua inaweza kuanguka",[6]
"Lin Foh alionekana kukasirika, lakini aliweka sauti yake chini walipofikia hatua za nje za Korti ya Coroner. ",[2]
Unaumiza akili ya nini wakati tupo uchumi wa kati?,[5]
Wanaogopa kufa. ,[6]
"Wakati programu ya mikutano ikiendelea, wakati wa maonyesho mengi ya siku hiyo, bosi alishangiliwa, akashangaa na kufurahi. ",[1]
Hio ndio serikali yetu kudhulumu watu na tutadhulumuwa sana kwa ujinga wetu ,[2]
Asante . Mke wangu atakuwa na furaha sana kusikia hii .,[1]
Sasa hali anaiona sahv hakujua tokea mwanzo,[5]
Tukiacha kufanya mikusanyiko isiyokuwa na tija tunaweza kufanikiwa jinsi ya kupambana na huyu mdudu.,[0]
Kwani akifanya atakuwa anamuonea au?,[5]
"Subira anarudi, sasa anasikitika kwa kutokujali kwake na kwa kulipwa kwa kutojali. ",[2]
"Ni rahisi sana kusema samahani eeh, ndo mana unarudia kosa kila siku",[2]
"Ogapa sana Ukimya wa Watu. Ogopa sana MTU analilia moyoni, Ogopa sana Huzuni ya mnyonge.",[6]
utadhani ng'ombe mgonjwa !,[2]
Burudani yake ilifanywa upya. ,[1]
Tunaanza kujitambuwa..hongera kwa hilo..,[1]
Yaan unatengeneza ugonjwa alafu unautafutia tiba..kisha unapongezwa. Ujinga huu,[2]
Alikuwa katika mood nzuri siku hiyo ,[1]
Apo msukumaa anaelewaa kweli?...,[5]
